flight,date,time
RYR49HR,2021-09-13,00:12:02
EXS92RV,2021-09-13,00:15:03
AFR6740,2021-09-13,00:22:02
MABEU,2021-09-13,00:51:02
EZY6062,2021-09-13,01:04:02
EZY2094,2021-09-13,01:09:02
WUK8130,2021-09-13,01:20:02
EZY89CM,2021-09-13,01:30:02
EZY59GE,2021-09-13,01:43:02
TOM22B,2021-09-13,02:09:02
CLX76E,2021-09-13,03:06:02
AAL160,2021-09-13,03:14:02
DLH401,2021-09-13,03:16:02
ACA57,2021-09-13,03:38:02
ETH574,2021-09-13,03:45:02
TOM9KD,2021-09-13,03:49:02
ETH500,2021-09-13,03:59:02
BAW32,2021-09-13,04:26:02
DLH423,2021-09-13,04:35:02
SVA3042,2021-09-13,04:37:02
BCS971,2021-09-13,04:40:02
BAW262,2021-09-13,04:42:02
ACA82,2021-09-13,04:46:02
QTR8172,2021-09-13,04:48:02
DLH431,2021-09-13,04:50:02
ABB112,2021-09-13,04:53:02
BAW28,2021-09-13,05:03:02
CPA251,2021-09-13,05:05:02
DLH479,2021-09-13,05:07:02
QFA109,2021-09-13,05:08:02
UAL30,2021-09-13,05:09:02
BAW106,2021-09-13,05:23:02
UAL989,2021-09-13,05:28:02
BEL52B,2021-09-13,05:28:02
BAW12,2021-09-13,05:29:02
VIR207,2021-09-13,05:31:02
ABW9707,2021-09-13,05:38:02
BAW74,2021-09-13,05:41:02
BAW40F,2021-09-13,05:41:02
ICL942,2021-09-13,05:42:02
AAL100,2021-09-13,05:51:03
BAW64M,2021-09-13,05:53:02
BAW5CA,2021-09-13,05:55:02
BAW34,2021-09-13,05:57:02
SVA107,2021-09-13,05:57:02
BAW78,2021-09-13,05:59:02
AAL70,2021-09-13,06:01:02
ETH700,2021-09-13,06:02:02
VIR602,2021-09-13,06:04:02
EZY23PD,2021-09-13,06:07:02
CPA237,2021-09-13,06:08:02
QTR8152,2021-09-13,06:09:02
BEL516,2021-09-13,06:10:02
UAL950,2021-09-13,06:12:02
CPA255,2021-09-13,06:12:02
THT68,2021-09-13,06:12:02
BAW45B,2021-09-13,06:13:02
TAP1363,2021-09-13,06:16:02
AAL50,2021-09-13,06:18:02
EZY83UC,2021-09-13,06:18:02
BAW254,2021-09-13,06:20:02
SIA322,2021-09-13,06:21:02
EXS2GE,2021-09-13,06:21:02
DLH441,2021-09-13,06:21:02
EZY32EZ,2021-09-13,06:23:02
BAW81V,2021-09-13,06:23:02
VIR4C,2021-09-13,06:25:02
RYR2904,2021-09-13,06:28:02
BAW20R,2021-09-13,06:31:02
BAW158,2021-09-13,06:33:02
DAL32,2021-09-13,06:33:02
TOM3MA,2021-09-13,06:34:02
OMA2103,2021-09-13,06:34:02
BAW6W,2021-09-13,06:35:02
RYR7ZU,2021-09-13,06:36:03
EZY38HY,2021-09-13,06:36:03
DAL14,2021-09-13,06:37:02
UAL918,2021-09-13,06:37:02
VIR239,2021-09-13,06:37:02
VJT534,2021-09-13,06:39:02
MSR779,2021-09-13,06:40:02
ALK503,2021-09-13,06:40:02
QTR09L,2021-09-13,06:41:02
ACA864,2021-09-13,06:41:02
TOM1GA,2021-09-13,06:41:02
EXS1273,2021-09-13,06:43:02
AFR13YK,2021-09-13,06:43:02
DLH959,2021-09-13,06:43:02
BAW138,2021-09-13,06:45:02
AAL86,2021-09-13,06:46:02
RYR6SH,2021-09-13,06:47:02
ETD89G,2021-09-13,06:48:02
AFR28YJ,2021-09-13,06:50:02
BAW54,2021-09-13,06:50:02
ICV62N,2021-09-13,06:50:02
EUW9444,2021-09-13,06:50:02
UAE7,2021-09-13,06:50:02
TOM9W,2021-09-13,06:51:02
BAW176A,2021-09-13,06:51:02
QTR318L,2021-09-13,06:52:02
SAS6351,2021-09-13,06:55:03
PYN04,2021-09-13,06:57:02
BEL2184,2021-09-13,06:58:02
GFA007,2021-09-13,06:58:02
AAL730,2021-09-13,06:59:02
ACA832,2021-09-13,07:00:03
VIR132,2021-09-13,07:02:02
N702LT,2021-09-13,07:03:02
AFR73EH,2021-09-13,07:03:02
N36MM,2021-09-13,07:04:02
AIC147,2021-09-13,07:04:02
N492CA,2021-09-13,07:06:02
AAL108,2021-09-13,07:06:02
EXS927,2021-09-13,07:07:02
EWG6VP,2021-09-13,07:07:02
RYR6542,2021-09-13,07:09:02
BAW116,2021-09-13,07:11:02
UAL952,2021-09-13,07:12:02
OEFMT,2021-09-13,07:14:02
RYR6824,2021-09-13,07:14:02
AAL736,2021-09-13,07:14:02
RYR7KY,2021-09-13,07:15:02
KLM1001,2021-09-13,07:16:02
BAW3593,2021-09-13,07:16:02
BAW723,2021-09-13,07:17:02
EXS1AC,2021-09-13,07:18:03
DLH425,2021-09-13,07:18:03
SYG442,2021-09-13,07:18:03
EZY84YV,2021-09-13,07:19:02
RYR70FH,2021-09-13,07:21:02
EIN63N,2021-09-13,07:24:02
DLH481,2021-09-13,07:24:02
VJT732,2021-09-13,07:26:02
BAW811,2021-09-13,07:27:02
BAW492U,2021-09-13,07:30:02
UAL972,2021-09-13,07:30:02
RYR5PJ,2021-09-13,07:31:02
EZY52RZ,2021-09-13,07:31:02
EJU7973,2021-09-13,07:31:02
AFR33CT,2021-09-13,07:32:02
LOT6521,2021-09-13,07:35:02
DAL1,2021-09-13,07:36:02
SWR31J,2021-09-13,07:39:02
EWG79R,2021-09-13,07:39:02
EXS23RE,2021-09-13,07:40:02
N60BJ,2021-09-13,07:41:02
DLH413,2021-09-13,07:42:02
GTOML,2021-09-13,07:43:02
RYR5CQ,2021-09-13,07:45:02
VPC1,2021-09-13,07:45:02
EWG460,2021-09-13,07:45:02
JCB1,2021-09-13,07:46:02
OEITH,2021-09-13,07:46:02
EZY97GP,2021-09-13,07:46:02
SHT9U,2021-09-13,07:47:02
AFR47CW,2021-09-13,07:49:02
SHT3N,2021-09-13,07:50:02
NJE042M,2021-09-13,07:50:02
RYR94FR,2021-09-13,07:53:02
PHVBG,2021-09-13,07:53:02
VIR303E,2021-09-13,07:53:02
SHT19S,2021-09-13,07:55:02
SHT88P,2021-09-13,07:55:02
EWG7ST,2021-09-13,07:56:02
EJU57VC,2021-09-13,07:56:02
EXS8J,2021-09-13,07:57:02
BAW981,2021-09-13,07:58:02
VTI017,2021-09-13,07:59:02
BAW2767,2021-09-13,08:01:02
BAW71MA,2021-09-13,08:02:02
VJT486,2021-09-13,08:08:02
BAW477,2021-09-13,08:08:02
BAW41Y,2021-09-13,08:09:02
SHT13C,2021-09-13,08:09:02
RYR93YV,2021-09-13,08:10:02
BAW831S,2021-09-13,08:10:02
AZV777,2021-09-13,08:11:02
GLUBB,2021-09-13,08:11:02
VIR365,2021-09-13,08:12:02
RYR203V,2021-09-13,08:14:02
RYR2SA,2021-09-13,08:15:02
VJT570,2021-09-13,08:15:02
BAW258,2021-09-13,08:17:02
SHT7S,2021-09-13,08:18:02
IBE31PL,2021-09-13,08:20:02
BAW9252,2021-09-13,08:20:02
EIN154,2021-09-13,08:20:02
EXS4ED,2021-09-13,08:21:02
HHN910,2021-09-13,08:21:02
EXS19TW,2021-09-13,08:22:02
RYR4HU,2021-09-13,08:22:02
BAW96,2021-09-13,08:23:02
BAW2770,2021-09-13,08:24:02
SAS51M,2021-09-13,08:24:02
VSB01,2021-09-13,08:25:02
