flight,date,time
WUK112B,2023-03-21,00:03:02
ROJ004,2023-03-21,00:08:02
CHG562,2023-03-21,01:31:02
MSR981,2023-03-21,01:51:02
BCS92L,2023-03-21,02:29:02
QTR35M,2023-03-21,02:31:02
ETH574,2023-03-21,02:50:02
CMB514,2023-03-21,02:53:02
DLH423,2023-03-21,02:54:02
DLH401,2023-03-21,03:05:02
FDX5047,2023-03-21,03:23:02
WUK632,2023-03-21,03:25:02
ETH552,2023-03-21,03:37:02
ETH500,2023-03-21,03:37:02
DLH443,2023-03-21,03:45:02
ELY015,2023-03-21,03:48:02
FPO4294,2023-03-21,03:53:02
UAL956,2023-03-21,04:14:02
CFG2017,2023-03-21,04:16:02
BAW58L,2023-03-21,04:19:02
VIR450,2023-03-21,04:22:02
AAL716,2023-03-21,04:23:02
UAL989,2023-03-21,04:29:02
DLH411,2023-03-21,04:35:02
AUA90,2023-03-21,04:36:02
BCS2696,2023-03-21,04:53:02
ABR6SN,2023-03-21,04:57:02
UAL950,2023-03-21,04:59:02
DLH431,2023-03-21,05:08:02
AUA94,2023-03-21,05:13:02
DLH403,2023-03-21,05:16:02
DLH419,2023-03-21,05:16:02
BAW78,2023-03-21,05:21:02
AAL198,2023-03-21,05:23:02
AAL20,2023-03-21,05:26:02
AUA66,2023-03-21,05:28:02
AAL754,2023-03-21,05:30:02
AUA74,2023-03-21,05:32:02
BAW25GP,2023-03-21,05:32:02
DAL258,2023-03-21,05:33:02
BAW40F,2023-03-21,05:35:02
JBU1620,2023-03-21,05:39:02
BAW9E,2023-03-21,05:39:02
BAW5CA,2023-03-21,05:40:02
OCN79,2023-03-21,05:41:02
BEL52B,2023-03-21,05:41:02
VIR104L,2023-03-21,05:43:02
BAW2CM,2023-03-21,05:44:02
ACA854,2023-03-21,05:44:02
AAL292,2023-03-21,05:48:02
VIR4C,2023-03-21,05:49:02
DAL16,2023-03-21,05:51:02
AAL70,2023-03-21,05:51:02
DLH463,2023-03-21,05:52:02
BAW66V,2023-03-21,05:53:02
VIR92,2023-03-21,05:55:02
BAW9176,2023-03-21,05:56:02
UAL929,2023-03-21,05:59:02
BAW6W,2023-03-21,05:59:02
AAL718,2023-03-21,06:01:02
BAW18B,2023-03-21,06:02:02
BAW246,2023-03-21,06:04:02
FDX5202,2023-03-21,06:04:02
BCS2888,2023-03-21,06:05:02
CLX6822,2023-03-21,06:05:02
JAL41,2023-03-21,06:07:02
DAL30,2023-03-21,06:08:02
AUA4M,2023-03-21,06:08:02
CMB971,2023-03-21,06:09:02
BAW81V,2023-03-21,06:11:02
ACA832,2023-03-21,06:11:02
TAP63V,2023-03-21,06:11:02
SWR79MG,2023-03-21,06:13:02
RYR8P,2023-03-21,06:14:02
AAL100,2023-03-21,06:15:02
AAL730,2023-03-21,06:17:02
DAL80,2023-03-21,06:18:02
AAL174,2023-03-21,06:18:02
BAW42,2023-03-21,06:21:02
AFR93ZV,2023-03-21,06:22:02
DAL130,2023-03-21,06:22:02
DAL58,2023-03-21,06:23:02
ACA864,2023-03-21,06:24:02
RRR2302,2023-03-21,06:24:02
DLH429,2023-03-21,06:25:02
RRR6674,2023-03-21,06:26:02
KLM1000,2023-03-21,06:28:02
BAW176A,2023-03-21,06:29:02
DAL10,2023-03-21,06:29:02
AFR92HH,2023-03-21,06:30:02
UAL14,2023-03-21,06:30:02
DLH425,2023-03-21,06:32:02
AFR56CB,2023-03-21,06:33:02
TRA7G,2023-03-21,06:33:02
EJU42DF,2023-03-21,06:35:02
UAL960,2023-03-21,06:37:02
BAW20R,2023-03-21,06:39:02
RYR27PT,2023-03-21,06:39:02
DLH9H,2023-03-21,06:40:02
ACA42,2023-03-21,06:40:02
AAL62,2023-03-21,06:42:02
RJA264,2023-03-21,06:42:02
SHT6C,2023-03-21,06:43:02
DLH8PL,2023-03-21,06:45:02
NJE896N,2023-03-21,06:47:02
EZY13RW,2023-03-21,06:47:02
BAW456,2023-03-21,06:49:02
DAL140,2023-03-21,06:50:02
EIN8CK,2023-03-21,06:50:02
SHT4A,2023-03-21,06:51:02
HBZQK,2023-03-21,06:52:02
TOM8EY,2023-03-21,06:52:02
SHT8B,2023-03-21,06:53:02
AFR27HZ,2023-03-21,06:53:02
DLH439,2023-03-21,06:54:02
SAS500,2023-03-21,06:55:02
BAW116,2023-03-21,06:56:02
RYR93XH,2023-03-21,06:56:02
RYR909,2023-03-21,06:57:02
DLH469,2023-03-21,06:59:02
BAW84W,2023-03-21,06:59:02
BAW812,2023-03-21,07:00:02
DLH441,2023-03-21,07:01:02
VIR106F,2023-03-21,07:01:02
RYR5EJ,2023-03-21,07:02:02
EZY24FW,2023-03-21,07:03:02
SHT18Z,2023-03-21,07:03:02
ITY229,2023-03-21,07:04:02
RYR5TY,2023-03-21,07:06:02
RYR7ZP,2023-03-21,07:06:02
SHT2L,2023-03-21,07:07:02
EZY69XH,2023-03-21,07:07:02
BEL62E,2023-03-21,07:08:02
AFR87KV,2023-03-21,07:09:02
BAW710R,2023-03-21,07:10:02
TFL3KB,2023-03-21,07:10:02
DAL1,2023-03-21,07:11:02
SWR9UE,2023-03-21,07:12:02
RYR13HD,2023-03-21,07:12:02
RYR28FJ,2023-03-21,07:12:02
BAW48HY,2023-03-21,07:12:02
VIR809P,2023-03-21,07:13:03
AAL86,2023-03-21,07:13:03
DLH475,2023-03-21,07:13:03
ACA890,2023-03-21,07:14:02
RYR4377,2023-03-21,07:15:02
RYR1WT,2023-03-21,07:15:02
SHT3G,2023-03-21,07:15:02
BAW388R,2023-03-21,07:16:02
LHB4,2023-03-21,07:16:02
EZY87QW,2023-03-21,07:17:02
SAS1530,2023-03-21,07:17:02
RUK744P,2023-03-21,07:19:02
SAS802,2023-03-21,07:19:02
THY7XS,2023-03-21,07:19:02
BAW948M,2023-03-21,07:20:02
N527AH,2023-03-21,07:20:02
BAW5PT,2023-03-21,07:21:02
BAW964H,2023-03-21,07:23:03
RYR1RH,2023-03-21,07:24:02
CFG2119,2023-03-21,07:24:02
BAW68H,2023-03-21,07:24:02
EZY78TL,2023-03-21,07:24:02
EZY18JQ,2023-03-21,07:24:02
BAW5CR,2023-03-21,07:25:02
AFR37UP,2023-03-21,07:25:02
EIN23F,2023-03-21,07:26:02
YUSXX,2023-03-21,07:26:02
VKG1210,2023-03-21,07:28:02
RYR963L,2023-03-21,07:29:02
BAW936,2023-03-21,07:29:02
BAW9EW,2023-03-21,07:30:02
NJE2LM,2023-03-21,07:30:02
EZY93DH,2023-03-21,07:31:02
BAW8NG,2023-03-21,07:31:02
DLH413,2023-03-21,07:32:03
EZS78UM,2023-03-21,07:33:02
AAL108,2023-03-21,07:33:02
DLH481,2023-03-21,07:33:02
BAW304,2023-03-21,07:34:02
EZY42TJ,2023-03-21,07:35:02
AAL106,2023-03-21,07:36:02
UAL123,2023-03-21,07:36:02
EZY98JE,2023-03-21,07:36:02
N59GX,2023-03-21,07:37:02
EZY29CE,2023-03-21,07:37:02
IBE31EM,2023-03-21,07:37:02
EZY6539,2023-03-21,07:38:02
EZY93AR,2023-03-21,07:38:02
BAW990,2023-03-21,07:39:02
MICRO,2023-03-21,07:39:02
EZY54HM,2023-03-21,07:40:02
BAW1339,2023-03-21,07:40:02
DLH6U,2023-03-21,07:40:02
ACA856,2023-03-21,07:40:02
FIN2AT,2023-03-21,07:41:02
MABJA,2023-03-21,07:41:02
ACA872,2023-03-21,07:41:02
EZY48VT,2023-03-21,07:41:02
RYR3QR,2023-03-21,07:41:02
EZY59NJ,2023-03-21,07:41:02
EZY39LB,2023-03-21,07:41:02
SHT12K,2023-03-21,07:43:02
RYR8HM,2023-03-21,07:43:02
BAW902N,2023-03-21,07:43:02
SHT13C,2023-03-21,07:44:02
EIN52A,2023-03-21,07:45:02
RYR7KA,2023-03-21,07:45:02
RYR27YW,2023-03-21,07:46:02
BAW918S,2023-03-21,07:46:02
EIN1LT,2023-03-21,07:48:02
CHG572,2023-03-21,07:48:02
N93AD,2023-03-21,07:48:02
EZY398M,2023-03-21,07:49:02
RYR8W,2023-03-21,07:49:02
EIN40G,2023-03-21,07:49:02
BAW172,2023-03-21,07:49:02
BAW478S,2023-03-21,07:49:02
ETD6HZ,2023-03-21,07:50:02
EZY65GH,2023-03-21,07:50:02
EIN63N,2023-03-21,07:50:02
CFE77C,2023-03-21,07:51:02
BAW564Y,2023-03-21,07:51:02
RYR50XB,2023-03-21,07:51:02
ACA840,2023-03-21,07:52:02
SHT9U,2023-03-21,07:52:02
EIN151,2023-03-21,07:53:02
EZY15TK,2023-03-21,07:53:02
BAW8VK,2023-03-21,07:53:02
BAW776F,2023-03-21,07:55:02
BAW4MJ,2023-03-21,07:56:02
TFL5KW,2023-03-21,07:56:02
RYR9ED,2023-03-21,07:56:02
SHT6G,2023-03-21,07:57:02
BAW1481,2023-03-21,07:57:02
SHT17L,2023-03-21,07:57:02
EIN4CE,2023-03-21,07:58:02
VCG2YL,2023-03-21,07:58:02
BAW1340,2023-03-21,07:58:02
GLOBX,2023-03-21,07:58:02
VIR138M,2023-03-21,07:58:02
UAL990,2023-03-21,07:59:02
UAL110,2023-03-21,07:59:02
SIA25,2023-03-21,08:00:02
EZY48FQ,2023-03-21,08:01:02
RYR66VW,2023-03-21,08:02:02
RYR94WG,2023-03-21,08:02:02
SHT8W,2023-03-21,08:03:02
BAW2LJ,2023-03-21,08:04:02
EZY8275,2023-03-21,08:06:02
AAL728,2023-03-21,08:07:02
BAW22E,2023-03-21,08:08:02
BAW790,2023-03-21,08:08:02
RYR78YM,2023-03-21,08:08:02
RYR70YG,2023-03-21,08:08:02
RYR9084,2023-03-21,08:09:02
NJE886D,2023-03-21,08:09:02
VIR107X,2023-03-21,08:11:02
BAW51B,2023-03-21,08:12:02
BAW5RI,2023-03-21,08:13:02
EJU72UZ,2023-03-21,08:13:02
EWG8JM,2023-03-21,08:14:02
UAL883,2023-03-21,08:15:02
UAL987,2023-03-21,08:15:02
RYR5341,2023-03-21,08:16:02
WUK5767,2023-03-21,08:16:02
RYR38MA,2023-03-21,08:17:02
BAW976K,2023-03-21,08:17:02
BAW377,2023-03-21,08:18:02
KLM713,2023-03-21,08:18:02
EZY69EK,2023-03-21,08:19:02
QTR20F,2023-03-21,08:19:02
EZY58UB,2023-03-21,08:19:02
VSB01,2023-03-21,08:20:02
VIR222,2023-03-21,08:20:02
BAW165K,2023-03-21,08:21:02
BAW21TD,2023-03-21,08:21:02
BAW90BG,2023-03-21,08:23:02
VKG1552,2023-03-21,08:24:02
TAP1351,2023-03-21,08:24:02
JBU7,2023-03-21,08:24:02
DAL9927,2023-03-21,08:26:02
VIR12E,2023-03-21,08:27:02
BAW771C,2023-03-21,08:27:02
IBE31SP,2023-03-21,08:28:02
VIR6J,2023-03-21,08:28:02
EIN71K,2023-03-21,08:28:02
EJU49PA,2023-03-21,08:29:02
JCB1,2023-03-21,08:29:02
KLM745,2023-03-21,08:29:02
KLM915,2023-03-21,08:32:02
CKS248,2023-03-21,08:33:02
BAW366U,2023-03-21,08:33:02
OCN69,2023-03-21,08:33:02
KLM644,2023-03-21,08:34:02
BAW7MY,2023-03-21,08:34:02
BAW894,2023-03-21,08:35:02
BAW342N,2023-03-21,08:37:02
AAL38,2023-03-21,08:37:02
JTD421,2023-03-21,08:37:02
TOM5PD,2023-03-21,08:38:02
RYR37YX,2023-03-21,08:38:02
RYR55XZ,2023-03-21,08:40:02
JBU1621,2023-03-21,08:40:02
BAW41YA,2023-03-21,08:41:02
EIN154,2023-03-21,08:42:03
ETD47N,2023-03-21,08:43:02
AFR022,2023-03-21,08:44:02
FIN3ML,2023-03-21,08:44:02
KLM1002,2023-03-21,08:45:02
DLH5H,2023-03-21,08:46:02
EIN380,2023-03-21,08:46:02
BLX1AJ,2023-03-21,08:46:02
BAW543Q,2023-03-21,08:47:02
ACA880,2023-03-21,08:48:02
SHT2J,2023-03-21,08:48:02
AAL732,2023-03-21,08:48:02
BAW950M,2023-03-21,08:49:02
SAS43A,2023-03-21,08:50:02
BAW14K,2023-03-21,08:50:02
QTR91A,2023-03-21,08:51:03
BAW32N,2023-03-21,08:51:03
SHT18A,2023-03-21,08:53:02
EZY654U,2023-03-21,08:53:02
RYR80FX,2023-03-21,08:53:02
BAW2DP,2023-03-21,08:54:02
SHT4F,2023-03-21,08:56:02
BAW726P,2023-03-21,08:57:02
DAL83,2023-03-21,08:57:02
DLH8YA,2023-03-21,08:58:02
RYR31WJ,2023-03-21,08:58:02
N220QS,2023-03-21,08:58:02
RYR7XQ,2023-03-21,08:58:02
MOEWD,2023-03-21,08:59:02
BLX9VT,2023-03-21,09:00:03
EWG5GF,2023-03-21,09:00:03
BAW430,2023-03-21,09:00:03
GAC493N,2023-03-21,09:01:02
LOT2HR,2023-03-21,09:01:02
SAS84F,2023-03-21,09:01:02
BAW46JU,2023-03-21,09:02:02
FPY5,2023-03-21,09:02:02
RYR8SG,2023-03-21,09:03:02
RYR37RM,2023-03-21,09:03:02
BAW24R,2023-03-21,09:03:02
UAL56,2023-03-21,09:04:02
EZY41GP,2023-03-21,09:04:02
VJT762,2023-03-21,09:05:03
DAL59,2023-03-21,09:05:03
EZY929K,2023-03-21,09:05:03
TFL361,2023-03-21,09:06:02
SWR33U,2023-03-21,09:06:02
ACA855,2023-03-21,09:06:02
EWG7PL,2023-03-21,09:08:02
AAL194,2023-03-21,09:08:02
SIA23,2023-03-21,09:09:02
BAW538,2023-03-21,09:10:02
RYR8AW,2023-03-21,09:10:02
RYR1633,2023-03-21,09:11:02
BAW846W,2023-03-21,09:11:02
AZG789,2023-03-21,09:12:02
SWR5AP,2023-03-21,09:12:02
DLH2UX,2023-03-21,09:12:02
KLM758,2023-03-21,09:12:02
BAW499C,2023-03-21,09:13:02
BAW906N,2023-03-21,09:14:02
NJE9YU,2023-03-21,09:14:02
VIR178,2023-03-21,09:14:02
ACA858,2023-03-21,09:15:02
SWR5UM,2023-03-21,09:16:02
VIR130C,2023-03-21,09:16:02
DLH457,2023-03-21,09:16:02
BAW476,2023-03-21,09:17:02
RCH806,2023-03-21,09:17:02
AAL195,2023-03-21,09:18:02
AUA4X,2023-03-21,09:19:02
AFR48WN,2023-03-21,09:19:02
EZY368V,2023-03-21,09:19:02
EIN15M,2023-03-21,09:20:02
AAL45,2023-03-21,09:20:02
EXS98BS,2023-03-21,09:20:02
BAW3C,2023-03-21,09:20:02
BAW992G,2023-03-21,09:22:02
UAL940,2023-03-21,09:22:02
UAL932,2023-03-21,09:22:02
DLH447,2023-03-21,09:23:02
BAW712T,2023-03-21,09:23:02
BAW92W,2023-03-21,09:23:02
VJT401,2023-03-21,09:24:02
SHT3P,2023-03-21,09:24:02
EZY9853,2023-03-21,09:25:02
IBE31WR,2023-03-21,09:25:02
RYR25KZ,2023-03-21,09:26:02
SIA305,2023-03-21,09:26:02
KLM1050,2023-03-21,09:26:02
KLM749,2023-03-21,09:26:02
AAL104,2023-03-21,09:27:02
ACA869,2023-03-21,09:29:02
BAW190,2023-03-21,09:29:02
DAL3,2023-03-21,09:29:02
UAL905,2023-03-21,09:30:02
ETD81C,2023-03-21,09:30:02
THY8,2023-03-21,09:30:02
KLM916,2023-03-21,09:30:02
BAW98,2023-03-21,09:31:02
BAW477,2023-03-21,09:31:02
BAW4DC,2023-03-21,09:32:02
BEL8LG,2023-03-21,09:32:02
AOJF1,2023-03-21,09:33:02
PJV787,2023-03-21,09:33:02
SHT8R,2023-03-21,09:34:02
UAL27,2023-03-21,09:34:02
VIR3N,2023-03-21,09:35:02
EJU3808,2023-03-21,09:36:02
UAE7CN,2023-03-21,09:36:02
RYR718U,2023-03-21,09:36:02
SHT5U,2023-03-21,09:38:02
UAL949,2023-03-21,09:38:02
BAW117,2023-03-21,09:38:02
DAL50,2023-03-21,09:39:02
DLH9U,2023-03-21,09:40:02
BAE401,2023-03-21,09:40:02
RYR57LM,2023-03-21,09:41:02
UAL918,2023-03-21,09:42:02
AFR16TL,2023-03-21,09:42:02
SAZ63,2023-03-21,09:43:02
EZY58ZR,2023-03-21,09:43:02
BAW938,2023-03-21,09:43:02
AFR62DR,2023-03-21,09:44:02
BAW5XM,2023-03-21,09:44:02
SWR35Q,2023-03-21,09:45:02
EZS61CD,2023-03-21,09:45:02
SCR168,2023-03-21,09:46:02
