flight,date,time
WUK112B,2023-02-03,00:00:02
BCS7017,2023-02-03,00:09:02
NJE886B,2023-02-03,00:16:02
BCS373,2023-02-03,00:26:02
VOR02,2023-02-03,00:40:02
CHG592,2023-02-03,00:46:02
BCS453,2023-02-03,01:12:02
TAY4717,2023-02-03,01:13:02
MNB225,2023-02-03,01:14:02
BCS461,2023-02-03,01:14:02
PIA784,2023-02-03,01:17:02
QTR8910,2023-02-03,01:37:02
ETH3518,2023-02-03,01:50:02
UAL91,2023-02-03,01:59:02
BCS942,2023-02-03,02:04:02
ABX983,2023-02-03,02:07:02
BCS92L,2023-02-03,02:18:02
FDX97,2023-02-03,02:20:02
BCS426,2023-02-03,02:20:02
TOW2601,2023-02-03,02:23:02
BOX193,2023-02-03,02:24:02
UPS208,2023-02-03,02:47:02
AZD112,2023-02-03,02:52:02
GMPSA,2023-02-03,02:55:02
QTR8144,2023-02-03,03:02:02
BCS463,2023-02-03,03:05:02
FDX5219,2023-02-03,03:07:02
THY6218,2023-02-03,03:09:02
ETH574,2023-02-03,03:18:02
BCS464,2023-02-03,03:30:02
ACA43,2023-02-03,03:35:02
ETH500,2023-02-03,03:39:02
BCS2886,2023-02-03,03:41:02
AFR023,2023-02-03,03:44:02
NYX301,2023-02-03,03:49:02
ETH552,2023-02-03,03:54:02
FDX5202,2023-02-03,03:58:02
FPO4294,2023-02-03,04:02:03
SWR87,2023-02-03,04:11:02
UAL83,2023-02-03,04:12:02
ITY609,2023-02-03,04:14:02
NOS789,2023-02-03,04:17:02
BAW74,2023-02-03,04:19:02
KLM706,2023-02-03,04:21:02
KLM714,2023-02-03,04:23:02
CLX98F,2023-02-03,04:34:02
ACA51,2023-02-03,04:37:02
GTAYC,2023-02-03,04:44:02
AZD359,2023-02-03,04:54:02
TOM021,2023-02-03,04:59:02
KAC118,2023-02-03,05:07:02
RJA950,2023-02-03,05:08:02
BCS2120,2023-02-03,05:09:02
MSR995,2023-02-03,05:11:02
BAW78,2023-02-03,05:12:02
UAL950,2023-02-03,05:14:02
ICE751,2023-02-03,05:16:02
OOHHO,2023-02-03,05:19:02
AAL716,2023-02-03,05:21:02
FDX48,2023-02-03,05:21:02
NBT70V,2023-02-03,05:27:02
BAW25GP,2023-02-03,05:28:02
THY6410,2023-02-03,05:28:02
JBU1620,2023-02-03,05:33:02
BAW64M,2023-02-03,05:34:02
BAW2CM,2023-02-03,05:34:02
MAS2,2023-02-03,05:37:02
VIR104L,2023-02-03,05:45:02
NPT5EF,2023-02-03,05:47:02
RYR9DC,2023-02-03,05:48:02
UAL958,2023-02-03,05:48:02
BAW9E,2023-02-03,05:49:02
JAL41,2023-02-03,05:51:02
BEL52B,2023-02-03,05:52:02
UPS6216,2023-02-03,05:53:02
BAW106,2023-02-03,05:54:02
UAL918,2023-02-03,05:56:02
DAL220,2023-02-03,05:57:02
DAL80,2023-02-03,05:57:02
BAW5CA,2023-02-03,05:58:02
UPS218,2023-02-03,05:58:02
BAW6W,2023-02-03,05:59:02
WUK188P,2023-02-03,06:03:02
JBU2143,2023-02-03,06:05:02
N650MS,2023-02-03,06:08:02
SHT4A,2023-02-03,06:10:02
UAL999,2023-02-03,06:11:02
UAL14,2023-02-03,06:11:02
WUK1883,2023-02-03,06:12:02
VIR4C,2023-02-03,06:13:02
BAW456,2023-02-03,06:14:02
SWR79MG,2023-02-03,06:15:02
BAW42,2023-02-03,06:15:02
DHK302,2023-02-03,06:16:02
TFL9512,2023-02-03,06:18:02
BAW18B,2023-02-03,06:18:02
EZY58ZR,2023-02-03,06:19:02
UPS216,2023-02-03,06:19:02
